Main Category,Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Location,Rating,Reviews,Image URL,Product URL,Product Description,Product ID,Local Image Path
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",HJR International,₹ 820,,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2023/9/344674389/MG/XH/XX/182022873/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2852451828412.html,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",f150299e-78be-4de7-89c9-8bf1fa07c90c,products\f150299e-78be-4de7-89c9-8bf1fa07c90c\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Packing Roll, 0.5 M, 50 GSM",Rudra Polypack,₹ 500,Rudra Polypack,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2026/4/597793651/WE/BZ/RT/143709692/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-packing-roll-2857557874733.html,"Air Bubble Packing Roll, 0.5 M, 50 GSM",3f2c5332-8600-486f-b06f-9974000f60db,products\3f2c5332-8600-486f-b06f-9974000f60db\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",Madhusudan Polypack,₹ 145,Madhusudan Polypack,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/1/577606271/IB/RR/VE/26636371/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-2855829148730.html,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",5908d5ff-32fd-42f7-9159-4db7779e6787,products\5908d5ff-32fd-42f7-9159-4db7779e6787\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll (1m Width, 40 GSM)",Abhinandan Industries,₹ 600,,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2024/2/390959102/SW/CB/LA/12712122/bubble-wrap-roll-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853475379173.html,"Bubble Wrap Roll (1m Width, 40 GSM)",3664ce42-ac29-4127-9393-7578b5d8c9a0,products\3664ce42-ac29-4127-9393-7578b5d8c9a0\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Rolls 1 100 Mtr 180 gsm,Prism Enterprises,₹ 550,,Navsari - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/9/342871845/MY/SC/XS/10073435/220-gsm-bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-rolls-1-100-mtr-180-gsm-2852394576988.html,Bubble Wrap Rolls 1 100 Mtr 180 gsm,612f7c57-0d72-40f7-b7df-383074827cb5,products\612f7c57-0d72-40f7-b7df-383074827cb5\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll (40 GSM),Vraj International,₹ 650,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/7/BR/OX/ZY/9183600/air-bubble-roll-1000-x-1000-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-25969300930.html,Bubble Wrap Roll (40 GSM),32494f0f-01c9-4c7c-8a16-88e124ef4374,products\32494f0f-01c9-4c7c-8a16-88e124ef4374\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll,Vaslly Recycling Pvt. Ltd.,Ask Price,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/4/597678977/RU/EU/SY/220361439/bubble-wrap-roll-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2859003973873.html,Vaslly Recycling Pvt. Ltd.,8d777811-bf02-4465-b94d-a894e64d467b,products\8d777811-bf02-4465-b94d-a894e64d467b\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Hebron White Air Bubble Roll, For Wooden Furniture, Sheet Width: 1 meter",Balaji Pallets Private Limited,₹ 600,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SW/FQ/MY-7673096/air-bubble-roll-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-roll-16040905155.html,"Hebron White Air Bubble Roll, For Wooden Furniture, Sheet Width: 1 meter",2998f3b0-15b9-4569-b35d-7e97b63b02d3,products\2998f3b0-15b9-4569-b35d-7e97b63b02d3\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll,Shri J . J. Foam Industries,₹ 120,/Piece,Vadodara - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/6/GF/HT/XY/2674708/bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-14378212655.html,Shri J . J. Foam Industries,adfd9d6f-fd84-4b43-8942-82fe83354b64,products\adfd9d6f-fd84-4b43-8942-82fe83354b64\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Roll 1 meter X 100 Meter, Capacity: 240 Gauge",MM Will Care,₹ 999,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/9/ZI/BX/NS/13787269/111-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-roll-1-meter-x-100-meter-27013692648.html,"Air Bubble Roll 1 meter X 100 Meter, Capacity: 240 Gauge",685b665d-099d-40b6-ab7c-b36a65b5c3a8,products\685b665d-099d-40b6-ab7c-b36a65b5c3a8\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"40 GSM Bubble Wrap Roll, Sheet Width: 1 meter, Sheet Length (m/roll): 100 meter",Goldcoin Packaging,₹ 720,Goldcoin Packaging,Kalol,,,https://5.imimg.com/data5/SELLER/Default/2025/6/517062438/BM/KY/ZJ/9402400/bubble-wrap-roll-250x250.jpeg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2856705057155.html,"40 GSM Bubble Wrap Roll, Sheet Width: 1 meter, Sheet Length (m/roll): 100 meter",9902f5da-f16b-4624-848a-ad678ba3a82f,products\9902f5da-f16b-4624-848a-ad678ba3a82f\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,30 GSM Bubble Wrap Roll,Gujarat Marketing,₹ 700,,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2023/5/305723954/RR/YM/HP/2023931/d0f20f7e-4e8f-41d2-8f8e-fcdc259ef12d-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2851080451473.html,30 GSM Bubble Wrap Roll,9a32cfd1-dc4d-40fb-8b0d-716ca8a39b76,products\9a32cfd1-dc4d-40fb-8b0d-716ca8a39b76\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"White 40 GSM Bubble Wrap Protective Packaging, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",Baroda Packaging,₹ 2,Baroda Packaging,Silvassa,,,https://5.imimg.com/data5/SELLER/Default/2025/7/528380909/DF/QN/PE/4373725/bubble-wrap-protective-packaging-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-protective-packaging-12869571691.html,"White 40 GSM Bubble Wrap Protective Packaging, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",a438eb99-593b-416c-bf42-87a3ad5e8b52,products\a438eb99-593b-416c-bf42-87a3ad5e8b52\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, 1 m",R.K.Enterprise,₹ 220,,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/3/590803949/VB/TL/FZ/4335886/air-bubble-film-roll-250x250.png,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853870938012.html,"Bubble Wrap Roll, 1 m",5097d248-2121-405c-86d5-f535828991fe,products\5097d248-2121-405c-86d5-f535828991fe\1.png
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",Starpack Innovation LLP,₹ 775,Starpack Innovation LLP,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/3/497126847/EI/WD/FL/24527749/starpack-transparent-air-bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/starpack-transparent-air-bubble-wrap-2856214255691.html,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",ecc42de7-f58e-4cde-b428-c171cae3bcc5,products\ecc42de7-f58e-4cde-b428-c171cae3bcc5\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,White Air Bubble Roll,Starpack Overseas Private Limited,₹ 920,Starpack Overseas Private Limited,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SX/CJ/MY-2720420/starpack-250x250.jpg,https://www.indiamart.com/proddetail/white-air-bubble-roll-15610970155.html,White Air Bubble Roll,37a14601-441f-4ec8-84b0-3702d480bc52,products\37a14601-441f-4ec8-84b0-3702d480bc52\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Air Bubble Buffer Sheet (Customized Width),Good Luck Packaging System,₹ 142,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/575830961/WT/QJ/YP/30607367/air-bubble-buffer-sheet-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-buffer-sheet-22471116255.html,Air Bubble Buffer Sheet (Customized Width),7d558c4c-4c51-4c09-8442-2c8d4821982a,products\7d558c4c-4c51-4c09-8442-2c8d4821982a\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Film Roll, 180",Shreeji Packaging,₹ 980,Shreeji Packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523234611/DM/LT/EJ/48375562/air-bubble-roll-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-film-roll-2856409515173.html,"Air Bubble Film Roll, 180",fce1c3c3-ee66-44de-8985-5189cb367068,products\fce1c3c3-ee66-44de-8985-5189cb367068\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,30 GSM Bubble Wrap Roll,Ultrapack Incorporation,"₹ 1,000",Ultrapack Incorporation,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/5/421830862/FA/OZ/UW/31520207/ld-stretch-film-250x250.jpeg,https://www.indiamart.com/proddetail/bubble-wrap-roll-16116940273.html,30 GSM Bubble Wrap Roll,7212cd14-2206-4efe-a8ea-3b958f60b9a9,products\7212cd14-2206-4efe-a8ea-3b958f60b9a9\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",Manish Traders,₹ 450,,Bhavnagar,,,https://5.imimg.com/data5/SELLER/Default/2024/11/469053393/RQ/QS/CY/236646600/bubble-wrap-roll-250x250.png,https://www.indiamart.com/proddetail/pp-bubble-wrap-roll-2855365321762.html,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",3b2f8845-7048-4603-8b10-6f3b9d1d5820,products\3b2f8845-7048-4603-8b10-6f3b9d1d5820\1.png
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",HJR International,₹ 820,,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2023/9/344674389/MG/XH/XX/182022873/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2852451828412.html,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",ad5b9cf5-dd21-4cc0-8e8c-ae810c46ebdc,products\ad5b9cf5-dd21-4cc0-8e8c-ae810c46ebdc\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Packing Roll, 0.5 M, 50 GSM",Rudra Polypack,₹ 500,Rudra Polypack,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2026/4/597793651/WE/BZ/RT/143709692/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-packing-roll-2857557874733.html,"Air Bubble Packing Roll, 0.5 M, 50 GSM",55ac7040-4e2e-4972-b8d0-ab9ee0cf74e1,products\55ac7040-4e2e-4972-b8d0-ab9ee0cf74e1\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",Madhusudan Polypack,₹ 145,Madhusudan Polypack,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/1/577606271/IB/RR/VE/26636371/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-2855829148730.html,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",6fe08027-12ac-4c78-8fa2-d101d9206ea3,products\6fe08027-12ac-4c78-8fa2-d101d9206ea3\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll (1m Width, 40 GSM)",Abhinandan Industries,₹ 600,,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2024/2/390959102/SW/CB/LA/12712122/bubble-wrap-roll-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853475379173.html,"Bubble Wrap Roll (1m Width, 40 GSM)",15e164d3-2719-4fcd-9ec9-edbfc2ba2e99,products\15e164d3-2719-4fcd-9ec9-edbfc2ba2e99\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Rolls 1 100 Mtr 180 gsm,Prism Enterprises,₹ 550,,Navsari - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/9/342871845/MY/SC/XS/10073435/220-gsm-bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-rolls-1-100-mtr-180-gsm-2852394576988.html,Bubble Wrap Rolls 1 100 Mtr 180 gsm,3d490bac-d5b8-41f0-99f5-753d3ffe7f68,products\3d490bac-d5b8-41f0-99f5-753d3ffe7f68\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll (40 GSM),Vraj International,₹ 650,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/7/BR/OX/ZY/9183600/air-bubble-roll-1000-x-1000-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-25969300930.html,Bubble Wrap Roll (40 GSM),c21cc876-710b-4ca2-9626-797708f85d60,products\c21cc876-710b-4ca2-9626-797708f85d60\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll,Vaslly Recycling Pvt. Ltd.,Ask Price,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/4/597678977/RU/EU/SY/220361439/bubble-wrap-roll-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2859003973873.html,Vaslly Recycling Pvt. Ltd.,0b136eae-3801-4279-975e-f834735af1bb,products\0b136eae-3801-4279-975e-f834735af1bb\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Hebron White Air Bubble Roll, For Wooden Furniture, Sheet Width: 1 meter",Balaji Pallets Private Limited,₹ 600,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SW/FQ/MY-7673096/air-bubble-roll-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-roll-16040905155.html,"Hebron White Air Bubble Roll, For Wooden Furniture, Sheet Width: 1 meter",cc3a15f6-86ee-435a-8def-7868fd5586e4,products\cc3a15f6-86ee-435a-8def-7868fd5586e4\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Bubble Wrap Roll,Shri J . J. Foam Industries,₹ 120,/Piece,Vadodara - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/6/GF/HT/XY/2674708/bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-14378212655.html,Shri J . J. Foam Industries,dc604f33-346a-48f8-9c5d-464694aba1c3,products\dc604f33-346a-48f8-9c5d-464694aba1c3\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Roll 1 meter X 100 Meter, Capacity: 240 Gauge",MM Will Care,₹ 999,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/9/ZI/BX/NS/13787269/111-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-roll-1-meter-x-100-meter-27013692648.html,"Air Bubble Roll 1 meter X 100 Meter, Capacity: 240 Gauge",0f412490-f4e2-485c-9cf0-c1aa29e31bfc,products\0f412490-f4e2-485c-9cf0-c1aa29e31bfc\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"40 GSM Bubble Wrap Roll, Sheet Width: 1 meter, Sheet Length (m/roll): 100 meter",Goldcoin Packaging,₹ 720,Goldcoin Packaging,Kalol,,,https://5.imimg.com/data5/SELLER/Default/2025/6/517062438/BM/KY/ZJ/9402400/bubble-wrap-roll-250x250.jpeg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2856705057155.html,"40 GSM Bubble Wrap Roll, Sheet Width: 1 meter, Sheet Length (m/roll): 100 meter",1939af79-e285-4844-b505-65cd96c01448,products\1939af79-e285-4844-b505-65cd96c01448\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,30 GSM Bubble Wrap Roll,Gujarat Marketing,₹ 700,,Ahmedabad,,,https://5.imimg.com/data5/SELLER/Default/2023/5/305723954/RR/YM/HP/2023931/d0f20f7e-4e8f-41d2-8f8e-fcdc259ef12d-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2851080451473.html,30 GSM Bubble Wrap Roll,c776a83c-5335-47c5-a879-c0a9cdf432f2,products\c776a83c-5335-47c5-a879-c0a9cdf432f2\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"White 40 GSM Bubble Wrap Protective Packaging, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",Baroda Packaging,₹ 2,Baroda Packaging,Silvassa,,,https://5.imimg.com/data5/SELLER/Default/2025/7/528380909/DF/QN/PE/4373725/bubble-wrap-protective-packaging-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-protective-packaging-12869571691.html,"White 40 GSM Bubble Wrap Protective Packaging, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",496ba546-3ff2-4b21-931b-52397ed7aeaf,products\496ba546-3ff2-4b21-931b-52397ed7aeaf\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, 1 m",R.K.Enterprise,₹ 220,,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/3/590803949/VB/TL/FZ/4335886/air-bubble-film-roll-250x250.png,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853870938012.html,"Bubble Wrap Roll, 1 m",1fc85987-a849-44a0-a34d-1d547ecc1ee8,products\1fc85987-a849-44a0-a34d-1d547ecc1ee8\1.png
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",Starpack Innovation LLP,₹ 775,Starpack Innovation LLP,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/3/497126847/EI/WD/FL/24527749/starpack-transparent-air-bubble-wrap-250x250.jpg,https://www.indiamart.com/proddetail/starpack-transparent-air-bubble-wrap-2856214255691.html,"50 GSM STARPACK Transparent Air Bubble Wrap, Sheet Length (m/roll): 100 meter, Sheet Width: 1.5 Meter",6db6c01b-4e7b-4dcc-a781-615cd852212f,products\6db6c01b-4e7b-4dcc-a781-615cd852212f\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,White Air Bubble Roll,Starpack Overseas Private Limited,₹ 920,Starpack Overseas Private Limited,Rajkot - Deals in Amreli,,,https://5.imimg.com/data5/SX/CJ/MY-2720420/starpack-250x250.jpg,https://www.indiamart.com/proddetail/white-air-bubble-roll-15610970155.html,White Air Bubble Roll,fd8b9319-9dca-4a02-b068-bb3e91349c3c,products\fd8b9319-9dca-4a02-b068-bb3e91349c3c\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,Air Bubble Buffer Sheet (Customized Width),Good Luck Packaging System,₹ 142,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/575830961/WT/QJ/YP/30607367/air-bubble-buffer-sheet-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-buffer-sheet-22471116255.html,Air Bubble Buffer Sheet (Customized Width),9921feb7-4d47-4627-b2e1-5d052dc09f6b,products\9921feb7-4d47-4627-b2e1-5d052dc09f6b\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Film Roll, 180",Shreeji Packaging,₹ 980,Shreeji Packaging,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523234611/DM/LT/EJ/48375562/air-bubble-roll-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-film-roll-2856409515173.html,"Air Bubble Film Roll, 180",58f4fa16-8585-4919-b573-a349418cb041,products\58f4fa16-8585-4919-b573-a349418cb041\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,30 GSM Bubble Wrap Roll,Ultrapack Incorporation,"₹ 1,000",Ultrapack Incorporation,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/5/421830862/FA/OZ/UW/31520207/ld-stretch-film-250x250.jpeg,https://www.indiamart.com/proddetail/bubble-wrap-roll-16116940273.html,30 GSM Bubble Wrap Roll,5de549b8-bc8e-4751-8b55-5a3b1578a4a4,products\5de549b8-bc8e-4751-8b55-5a3b1578a4a4\1.jpeg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",Manish Traders,₹ 450,,Bhavnagar,,,https://5.imimg.com/data5/SELLER/Default/2024/11/469053393/RQ/QS/CY/236646600/bubble-wrap-roll-250x250.png,https://www.indiamart.com/proddetail/pp-bubble-wrap-roll-2855365321762.html,"250 GSM PP Bubble Wrap Roll, Sheet Width: 1.2 meter",354c6619-a10f-4381-9585-97975539cabf,products\354c6619-a10f-4381-9585-97975539cabf\1.png
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",HJR International,₹ 820,,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2023/9/344674389/MG/XH/XX/182022873/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2852451828412.html,"200 GSM Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",c46be89d-4f55-4467-87b7-d1b7f360c7a8,products\c46be89d-4f55-4467-87b7-d1b7f360c7a8\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Air Bubble Packing Roll, 0.5 M, 50 GSM",Rudra Polypack,₹ 500,Rudra Polypack,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2026/4/597793651/WE/BZ/RT/143709692/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/air-bubble-packing-roll-2857557874733.html,"Air Bubble Packing Roll, 0.5 M, 50 GSM",01da23ae-986d-4daa-9eec-c24d99497781,products\01da23ae-986d-4daa-9eec-c24d99497781\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",Madhusudan Polypack,₹ 145,Madhusudan Polypack,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/1/577606271/IB/RR/VE/26636371/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-sheet-length-m-roll-100-meter-sheet-width-1-meter-2855829148730.html,"Bubble Wrap Roll, Sheet Length (m/roll): 100 meter, Sheet Width: 1 meter",6e40cfbb-ace8-4a1f-87f9-4619526c7dda,products\6e40cfbb-ace8-4a1f-87f9-4619526c7dda\1.jpg
Industrial,Packaging Material,Bubble Wrap,bubble wrap,"Bubble Wrap Roll (1m Width, 40 GSM)",Abhinandan Industries,₹ 600,,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2024/2/390959102/SW/CB/LA/12712122/bubble-wrap-roll-250x250.jpg,https://www.indiamart.com/proddetail/bubble-wrap-roll-2853475379173.html,"Bubble Wrap Roll (1m Width, 40 GSM)",f62fd306-d37a-45af-9438-03b2f56281a8,products\f62fd306-d37a-45af-9438-03b2f56281a8\1.jpg
